checkin,checkout,nights,adults,rank,property,type,stars,score,reviews,distance_km,room,total_eur,taxes_included,free_cancellation,breakfast,url,source,fetched_at
2026-09-25,2026-09-27,2,1,1,Roma Tiberius Suite,guesthouse,,3.1,249,0.6,Ampia Camera Matrimoniale,114.76,no: city tax € 14 per stay paid on site; VAT included,yes,yes,https://www.booking.com/hotel/it/tiberius-quot-la-dolce-vita-quot-suite-rome-centric-mb.it.html?checkin=2026-09-25&checkout=2026-09-27&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:44:22.662Z
2026-09-25,2026-09-27,2,1,2,Testa Gioacchino B&B,B&B,,8.7,20,1.5,Camera Matrimoniale Basic con Bagno in Comune,163.64,no: city tax € 12 per stay paid on site; VAT included,yes,no,https://www.booking.com/hotel/it/testa-gioacchino-b-amp-b.it.html?checkin=2026-09-25&checkout=2026-09-27&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:44:28.763Z
2026-09-25,2026-09-27,2,1,3,GH Hotel San Giusto,hotel,3,7.1,1320,0.9,Camera Singola,190.60,no: city tax € 12 per stay paid on site; VAT included,no,yes,https://www.booking.com/hotel/it/hotelsangiustorome.it.html?checkin=2026-09-25&checkout=2026-09-27&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:44:22.662Z
2026-09-25,2026-09-27,2,1,4,Sergio Tourist Rental close Tiburtina Station,guesthouse,4T,8.5,191,0.9,Camera Matrimoniale/Doppia con Letti Singoli con Bagno Privato,216.36,no: city tax € 14 per stay paid on site; VAT included,yes,no,https://www.booking.com/hotel/it/sergio-39-s-guest-house.it.html?checkin=2026-09-25&checkout=2026-09-27&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:44:22.662Z
2026-09-25,2026-09-27,2,1,5,AlbaDomus Affittacamere o GuestHouse,guesthouse,4T,7.9,360,0.3,Camera Singola,218.29,no: city tax € 12 per stay paid on site; VAT included,no,no,https://www.booking.com/hotel/it/beb-albadomus-roma.it.html?checkin=2026-09-25&checkout=2026-09-27&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:44:22.662Z
2026-09-25,2026-09-27,2,1,6,"Luxor 2 Jacuzzi Suites and Deluxe Rooms, Piazza Bologna Metro Direct Colosseo, Roma",guesthouse,4T,9.3,27,0.9,Monolocale Familiare,220.00,no: city tax € 12 per stay paid on site; VAT included,yes,no,https://www.booking.com/hotel/it/luxor-2-jacuzzi-suites-and-deluxe-rooms-piazza-bologna-metro-direct-colosseo-rom.it.html?checkin=2026-09-25&checkout=2026-09-27&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:44:22.662Z
2026-09-25,2026-09-27,2,1,7,MORFEMA - Boutique Rooms,guesthouse,4T,10,1,0.8,Camera Deluxe ,220.23,no: city tax € 12 per stay paid on site; VAT included,no,no,https://www.booking.com/hotel/it/morfema-boutique-rooms.it.html?checkin=2026-09-25&checkout=2026-09-27&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:44:22.662Z
2026-09-25,2026-09-27,2,1,8,Magnifico Suites,guesthouse,4T,9,26,0.25,Junior Suite,230.00,no: city tax € 12 per stay paid on site; VAT included,no,no,https://www.booking.com/hotel/it/magnifico-suites.it.html?checkin=2026-09-25&checkout=2026-09-27&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:44:22.662Z
2026-09-26,2026-09-28,2,1,1,Testa Gioacchino B&B,B&B,,8.7,20,1.5,Camera Matrimoniale Basic con Bagno in Comune,163.64,no: city tax € 12 per stay paid on site; VAT included,yes,no,https://www.booking.com/hotel/it/testa-gioacchino-b-amp-b.it.html?checkin=2026-09-26&checkout=2026-09-28&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:44:54.372Z
2026-09-26,2026-09-28,2,1,2,GH Hotel San Giusto,hotel,3,7.1,1320,0.9,Camera Singola,169.45,no: city tax € 12 per stay paid on site; VAT included,no,yes,https://www.booking.com/hotel/it/hotelsangiustorome.it.html?checkin=2026-09-26&checkout=2026-09-28&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:44:48.367Z
2026-09-26,2026-09-28,2,1,3,Dodo Holiday in Rome,guesthouse,4T,8,265,1.2,Camera Matrimoniale Deluxe con Balcone,177.65,no: city tax € 12 per stay paid on site; VAT included,no,no,https://www.booking.com/hotel/it/dodo-holiday-in-rome.it.html?checkin=2026-09-26&checkout=2026-09-28&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:45:00.229Z
2026-09-26,2026-09-28,2,1,4,Rosa Italia Hotel Roma,hotel,3,6.7,1146,1.4,Camera Matrimoniale/Doppia con Letti Singoli con Bagno Privato,190.91,no: city tax € 10 per stay paid on site; VAT included,yes,no,https://www.booking.com/hotel/it/rosa-italia-roma.it.html?checkin=2026-09-26&checkout=2026-09-28&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:45:00.229Z
2026-09-26,2026-09-28,2,1,5,B&B LUMAS,B&B,4T,9,398,0.6,Camera Matrimoniale/Doppia con Letti Singoli,195.79,no: city tax € 10 per stay paid on site; VAT included,no,yes,https://www.booking.com/hotel/it/b-amp-b-lumas.it.html?checkin=2026-09-26&checkout=2026-09-28&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:44:48.367Z
2026-09-26,2026-09-28,2,1,6,"Luxor 2 Jacuzzi Suites and Deluxe Rooms, Piazza Bologna Metro Direct Colosseo, Roma",guesthouse,4T,9.3,27,0.9,Monolocale Familiare,198.18,no: city tax € 12 per stay paid on site; VAT included,yes,no,https://www.booking.com/hotel/it/luxor-2-jacuzzi-suites-and-deluxe-rooms-piazza-bologna-metro-direct-colosseo-rom.it.html?checkin=2026-09-26&checkout=2026-09-28&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:44:48.367Z
2026-09-26,2026-09-28,2,1,7,AlbaDomus Affittacamere o GuestHouse,guesthouse,4T,7.9,360,0.3,Camera Singola,203.24,no: city tax € 12 per stay paid on site; VAT included,no,no,https://www.booking.com/hotel/it/beb-albadomus-roma.it.html?checkin=2026-09-26&checkout=2026-09-28&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:44:48.367Z
2026-09-26,2026-09-28,2,1,8,Sergio Tourist Rental close Tiburtina Station,guesthouse,4T,8.5,191,0.9,Camera Matrimoniale/Doppia con Letti Singoli con Bagno Privato,216.36,no: city tax € 14 per stay paid on site; VAT included,yes,no,https://www.booking.com/hotel/it/sergio-39-s-guest-house.it.html?checkin=2026-09-26&checkout=2026-09-28&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:44:48.367Z
2026-09-27,2026-09-29,2,1,1,Gmm,guesthouse,3T,7.9,207,1.3,Camera Singola Ampia,100.00,no: city tax € 14 per stay paid on site; VAT included,yes,yes,https://www.booking.com/hotel/it/gmm.it.html?checkin=2026-09-27&checkout=2026-09-29&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:45:20.425Z
2026-09-27,2026-09-29,2,1,2,GH Hotel San Giusto,hotel,3,7.1,1320,0.9,Camera Singola,135.24,no: city tax € 12 per stay paid on site; VAT included,no,yes,https://www.booking.com/hotel/it/hotelsangiustorome.it.html?checkin=2026-09-27&checkout=2026-09-29&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:45:13.441Z
2026-09-27,2026-09-29,2,1,3,Romulea Guest House,guesthouse,,6.2,674,0.4,Camera Matrimoniale con Bagno in Comune ,139.94,no: city tax € 10 per stay paid on site; VAT included,no,no,https://www.booking.com/hotel/it/romulea-guest-house.it.html?checkin=2026-09-27&checkout=2026-09-29&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:45:13.441Z
2026-09-27,2026-09-29,2,1,4,Il Magnificus Boutique,guesthouse,4T,9.2,476,0.35,Camera King Deluxe ,142.27,no: city tax € 14 per stay paid on site; VAT included,no,no,https://www.booking.com/hotel/it/il-magnificus-boutique.it.html?checkin=2026-09-27&checkout=2026-09-29&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:45:13.441Z
2026-09-27,2026-09-29,2,1,5,Dolce Titina Affittacamere,guesthouse,,8.6,191,0.2,Camera Singola,145.45,no: city tax € 10 per stay paid on site; VAT included,yes,no,https://www.booking.com/hotel/it/dolce-titina-affittacamere.it.html?checkin=2026-09-27&checkout=2026-09-29&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:45:13.441Z
2026-09-27,2026-09-29,2,1,6,Residenza,guesthouse,3T,8.1,527,0.9,Camera Matrimoniale,150.55,no: city tax € 14 per stay paid on site; VAT included,no,no,https://www.booking.com/hotel/it/residenza-roma1.it.html?checkin=2026-09-27&checkout=2026-09-29&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:45:13.441Z
2026-09-27,2026-09-29,2,1,7,Home Sweet Home Tiburtina Station,guesthouse,,8.1,194,0.6,Camera Budget Doppia con Letti Singoli,154.55,no: city tax € 14 per stay paid on site; VAT included,yes,no,https://www.booking.com/hotel/it/home-sweet-home-tiburtina-station.it.html?checkin=2026-09-27&checkout=2026-09-29&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:45:13.441Z
2026-09-27,2026-09-29,2,1,8,"Tiburtina Suites, Roma",guesthouse,3T,7.6,93,0.6,Camera Matrimoniale con Balcone,154.73,no: city tax € 12 per stay paid on site; VAT included,no,no,https://www.booking.com/hotel/it/tiburtina-suites.it.html?checkin=2026-09-27&checkout=2026-09-29&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:45:13.441Z
2026-09-28,2026-09-30,2,1,1,Gmm,guesthouse,3T,7.9,207,1.3,Camera Singola Ampia,100.00,no: city tax € 14 per stay paid on site; VAT included,yes,yes,https://www.booking.com/hotel/it/gmm.it.html?checkin=2026-09-28&checkout=2026-09-30&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:45:48.922Z
2026-09-28,2026-09-30,2,1,2,Affittacamere Roma Tiburtina,guesthouse,3T,6.5,755,0.2,Camera Singola con Bagno Privato,109.09,no: city tax € 14 per stay paid on site; VAT included,yes,yes,https://www.booking.com/hotel/it/affittacamere-roma-tiburtina.it.html?checkin=2026-09-28&checkout=2026-09-30&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:45:41.767Z
2026-09-28,2026-09-30,2,1,3,"BEDS&ROOMS TIBURTINA- Rooms, Camere private",guesthouse,4T,8.8,106,0.2,Camera Singola con Bagno Privato,111.71,yes,no,no,https://www.booking.com/hotel/it/beds-amp-rooms-tiburtina-rooms.it.html?checkin=2026-09-28&checkout=2026-09-30&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:45:41.767Z
2026-09-28,2026-09-30,2,1,4,Roma Tiberius Suite,guesthouse,,3.1,249,0.6,Camera Matrimoniale Economy,122.97,no: city tax € 14 per stay paid on site; VAT included,yes,yes,https://www.booking.com/hotel/it/tiberius-quot-la-dolce-vita-quot-suite-rome-centric-mb.it.html?checkin=2026-09-28&checkout=2026-09-30&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:45:41.767Z
2026-09-28,2026-09-30,2,1,5,Mikasa Piazza Bologna,guesthouse,,4.2,140,0.8,Camera Deluxe ,125.45,no: city tax € 14 per stay paid on site; VAT included,no,yes,https://www.booking.com/hotel/it/b-amp-b-l-39-arca-di-campaldino.it.html?checkin=2026-09-28&checkout=2026-09-30&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:45:41.767Z
2026-09-28,2026-09-30,2,1,6,TIBURTINA INN GUEST HOUSE,guesthouse,3T,7.5,662,0.4,Camera Singola Economy,130.91,no: city tax € 14 per stay paid on site; VAT included,yes,no,https://www.booking.com/hotel/it/tiburtina-inn-guest-house.it.html?checkin=2026-09-28&checkout=2026-09-30&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:45:41.767Z
2026-09-28,2026-09-30,2,1,7,GH Hotel San Giusto,hotel,3,7.1,1320,0.9,Camera Singola,133.14,no: city tax € 12 per stay paid on site; VAT included,no,yes,https://www.booking.com/hotel/it/hotelsangiustorome.it.html?checkin=2026-09-28&checkout=2026-09-30&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:45:41.767Z
2026-09-28,2026-09-30,2,1,8,B&B SPQR,B&B,2T,6,545,0.35,Camera Matrimoniale con Bagno Privato,138.18,no: city tax € 12 per stay paid on site; VAT included,yes,yes,https://www.booking.com/hotel/it/spqr.it.html?checkin=2026-09-28&checkout=2026-09-30&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:45:41.767Z
2026-09-29,2026-10-01,2,1,1,Gmm,guesthouse,3T,7.9,207,1.3,Camera Singola Ampia,100.00,no: city tax € 14 per stay paid on site; VAT included,yes,yes,https://www.booking.com/hotel/it/gmm.it.html?checkin=2026-09-29&checkout=2026-10-01&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:46:15.059Z
2026-09-29,2026-10-01,2,1,2,Mikasa Piazza Bologna,guesthouse,,4.2,140,0.8,Camera Tripla,108.73,no: city tax € 14 per stay paid on site; VAT included,no,yes,https://www.booking.com/hotel/it/b-amp-b-l-39-arca-di-campaldino.it.html?checkin=2026-09-29&checkout=2026-10-01&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:46:08.855Z
2026-09-29,2026-10-01,2,1,3,Roma Tiberius Suite,guesthouse,,3.1,249,0.6,Ampia Camera Matrimoniale,114.76,no: city tax € 14 per stay paid on site; VAT included,yes,yes,https://www.booking.com/hotel/it/tiberius-quot-la-dolce-vita-quot-suite-rome-centric-mb.it.html?checkin=2026-09-29&checkout=2026-10-01&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:46:08.855Z
2026-09-29,2026-10-01,2,1,4,Domus Remo Room #2,guesthouse,3T,7.5,12,0.45,Camera Matrimoniale con Bagno Privato,119.23,no: city tax € 14 per stay paid on site; VAT included,no,no,https://www.booking.com/hotel/it/domus-remo-room.it.html?checkin=2026-09-29&checkout=2026-10-01&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:46:08.855Z
2026-09-29,2026-10-01,2,1,5,TIBURTINA INN GUEST HOUSE,guesthouse,3T,7.5,662,0.4,Camera Singola Economy,130.91,no: city tax € 14 per stay paid on site; VAT included,yes,no,https://www.booking.com/hotel/it/tiburtina-inn-guest-house.it.html?checkin=2026-09-29&checkout=2026-10-01&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:46:08.855Z
2026-09-29,2026-10-01,2,1,6,B&B SPQR,B&B,2T,6,545,0.35,Camera Matrimoniale con Bagno Privato,138.18,no: city tax € 12 per stay paid on site; VAT included,yes,yes,https://www.booking.com/hotel/it/spqr.it.html?checkin=2026-09-29&checkout=2026-10-01&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:46:08.855Z
2026-09-29,2026-10-01,2,1,7,Romulea Guest House,guesthouse,,6.2,674,0.4,Camera Matrimoniale con Bagno in Comune ,139.94,no: city tax € 10 per stay paid on site; VAT included,no,no,https://www.booking.com/hotel/it/romulea-guest-house.it.html?checkin=2026-09-29&checkout=2026-10-01&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:46:08.855Z
2026-09-29,2026-10-01,2,1,8,La Dimora del Re,guesthouse,4T,8.8,164,0.7,Camera Matrimoniale,140.73,no: city tax € 14 per stay paid on site; VAT included,yes,no,https://www.booking.com/hotel/it/la-dimora-del-re-roma1.it.html?checkin=2026-09-29&checkout=2026-10-01&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:46:08.855Z
2026-09-30,2026-10-02,2,1,1,B&B SPQR,B&B,2T,6,545,0.35,Camera Singola con Bagno Privato,109.09,no: city tax € 12 per stay paid on site; VAT included,yes,yes,https://www.booking.com/hotel/it/spqr.it.html?checkin=2026-09-30&checkout=2026-10-02&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:46:43.005Z
2026-09-30,2026-10-02,2,1,2,Gmm,guesthouse,3T,7.9,207,1.3,Camera Singola Ampia,118.18,no: city tax € 14 per stay paid on site; VAT included,yes,yes,https://www.booking.com/hotel/it/gmm.it.html?checkin=2026-09-30&checkout=2026-10-02&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:46:50.170Z
2026-09-30,2026-10-02,2,1,3,TIBURTINA INN GUEST HOUSE,guesthouse,3T,7.5,662,0.4,Camera Singola Economy,122.73,no: city tax € 14 per stay paid on site; VAT included,yes,no,https://www.booking.com/hotel/it/tiburtina-inn-guest-house.it.html?checkin=2026-09-30&checkout=2026-10-02&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:46:43.005Z
2026-09-30,2026-10-02,2,1,4,Mikasa Piazza Bologna,guesthouse,,4.2,140,0.8,Camera Tripla,129.64,no: city tax € 14 per stay paid on site; VAT included,no,yes,https://www.booking.com/hotel/it/b-amp-b-l-39-arca-di-campaldino.it.html?checkin=2026-09-30&checkout=2026-10-02&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:46:43.005Z
2026-09-30,2026-10-02,2,1,5,Romulea Guest House,guesthouse,,6.2,674,0.4,Camera Matrimoniale con Bagno in Comune ,144.66,no: city tax € 10 per stay paid on site; VAT included,no,no,https://www.booking.com/hotel/it/romulea-guest-house.it.html?checkin=2026-09-30&checkout=2026-10-02&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:46:43.005Z
2026-09-30,2026-10-02,2,1,6,DOMUS REMO Room #1,guesthouse,4T,9.1,31,0.45,Camera Tripla con Bagno Privato,146.06,yes,no,no,https://www.booking.com/hotel/it/domus-remo-rooms.it.html?checkin=2026-09-30&checkout=2026-10-02&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:46:43.005Z
2026-09-30,2026-10-02,2,1,7,Home Sweet Home Tiburtina Station,guesthouse,,8.1,194,0.6,Camera Budget Doppia con Letti Singoli,150.00,no: city tax € 14 per stay paid on site; VAT included,yes,no,https://www.booking.com/hotel/it/home-sweet-home-tiburtina-station.it.html?checkin=2026-09-30&checkout=2026-10-02&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:46:43.005Z
2026-09-30,2026-10-02,2,1,8,La Dimora del Re,guesthouse,4T,8.8,164,0.7,Camera King con Vasca Idromassaggio,150.55,no: city tax € 14 per stay paid on site; VAT included,no,no,https://www.booking.com/hotel/it/la-dimora-del-re-roma1.it.html?checkin=2026-09-30&checkout=2026-10-02&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:46:43.005Z
2026-10-01,2026-10-03,2,1,1,B&B SPQR,B&B,2T,6,545,0.35,Camera Singola con Bagno Privato,109.09,no: city tax € 12 per stay paid on site; VAT included,yes,yes,https://www.booking.com/hotel/it/spqr.it.html?checkin=2026-10-01&checkout=2026-10-03&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:47:12.025Z
2026-10-01,2026-10-03,2,1,2,Mikasa Piazza Bologna,guesthouse,,4.2,140,0.8,Camera Matrimoniale con Bagno Privato Esterno ,125.45,no: city tax € 14 per stay paid on site; VAT included,no,yes,https://www.booking.com/hotel/it/b-amp-b-l-39-arca-di-campaldino.it.html?checkin=2026-10-01&checkout=2026-10-03&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:47:12.025Z
2026-10-01,2026-10-03,2,1,3,Suite and room,B&B,3T,7.6,259,0.7,Camera Singola Deluxe,148.14,no: city tax € 12 per stay paid on site; VAT included,no,no,https://www.booking.com/hotel/it/kiss-and-room.it.html?checkin=2026-10-01&checkout=2026-10-03&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:47:12.025Z
2026-10-01,2026-10-03,2,1,4,Romulea Guest House,guesthouse,,6.2,674,0.4,Camera Matrimoniale con Bagno in Comune ,149.37,no: city tax € 10 per stay paid on site; VAT included,no,no,https://www.booking.com/hotel/it/romulea-guest-house.it.html?checkin=2026-10-01&checkout=2026-10-03&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:47:12.025Z
2026-10-01,2026-10-03,2,1,5,"Tiburtina Suites, Roma",guesthouse,3T,7.6,93,0.6,Camera Matrimoniale con Bagno Privato,154.73,no: city tax € 12 per stay paid on site; VAT included,no,no,https://www.booking.com/hotel/it/tiburtina-suites.it.html?checkin=2026-10-01&checkout=2026-10-03&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:47:12.025Z
2026-10-01,2026-10-03,2,1,6,La Dimora del Re,guesthouse,4T,8.8,164,0.7,Camera Matrimoniale con Balcone,163.64,no: city tax € 14 per stay paid on site; VAT included,yes,no,https://www.booking.com/hotel/it/la-dimora-del-re-roma1.it.html?checkin=2026-10-01&checkout=2026-10-03&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:47:12.025Z
2026-10-01,2026-10-03,2,1,7,Dodo Holiday in Rome,guesthouse,4T,8,265,1.2,Camera Matrimoniale Deluxe con Balcone,167.20,no: city tax € 12 per stay paid on site; VAT included,no,no,https://www.booking.com/hotel/it/dodo-holiday-in-rome.it.html?checkin=2026-10-01&checkout=2026-10-03&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:47:28.312Z
2026-10-01,2026-10-03,2,1,8,Atrium Regal Room,B&B,4T,7.7,45,0.4,Camera King Deluxe ,173.13,no: city tax € 12 per stay paid on site; VAT included,no,no,https://www.booking.com/hotel/it/atrium-regal-room.it.html?checkin=2026-10-01&checkout=2026-10-03&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:47:12.025Z
2026-10-02,2026-10-04,2,1,1,B&B SPQR,B&B,2T,6,545,0.35,Camera Singola con Bagno Privato,109.09,no: city tax € 12 per stay paid on site; VAT included,yes,yes,https://www.booking.com/hotel/it/spqr.it.html?checkin=2026-10-02&checkout=2026-10-04&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:47:41.671Z
2026-10-02,2026-10-04,2,1,2,Mikasa Piazza Bologna,guesthouse,,4.2,140,0.8,Camera Matrimoniale con Bagno Privato Esterno ,125.45,no: city tax € 14 per stay paid on site; VAT included,no,yes,https://www.booking.com/hotel/it/b-amp-b-l-39-arca-di-campaldino.it.html?checkin=2026-10-02&checkout=2026-10-04&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:47:41.671Z
2026-10-02,2026-10-04,2,1,3,AFFITTACAMERE A CASA MIA,guesthouse,4T,8.8,478,0.35,Camera Singola Standard,137.12,no: city tax € 10 per stay paid on site; VAT included,no,no,https://www.booking.com/hotel/it/affittacamere-a-casa-mia.it.html?checkin=2026-10-02&checkout=2026-10-04&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:47:41.671Z
2026-10-02,2026-10-04,2,1,4,Suite and room,B&B,3T,7.6,259,0.7,Camera Singola Deluxe,148.14,no: city tax € 12 per stay paid on site; VAT included,no,no,https://www.booking.com/hotel/it/kiss-and-room.it.html?checkin=2026-10-02&checkout=2026-10-04&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:47:41.671Z
2026-10-02,2026-10-04,2,1,5,"Tiburtina Suites, Roma",guesthouse,3T,7.6,93,0.6,Camera Matrimoniale con Bagno Privato,158.91,no: city tax € 12 per stay paid on site; VAT included,no,no,https://www.booking.com/hotel/it/tiburtina-suites.it.html?checkin=2026-10-02&checkout=2026-10-04&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:47:41.671Z
2026-10-02,2026-10-04,2,1,6,Elion,B&B,4T,8.9,152,0.9,Camera Singola con Bagno Privato Esterno,169.36,no: city tax € 12 per stay paid on site; VAT included,no,no,https://www.booking.com/hotel/it/elion-roma.it.html?checkin=2026-10-02&checkout=2026-10-04&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:47:41.671Z
2026-10-02,2026-10-04,2,1,7,La Dimora del Re,guesthouse,4T,8.8,164,0.7,Camera Singola con Balcone,174.55,no: city tax € 14 per stay paid on site; VAT included,yes,no,https://www.booking.com/hotel/it/la-dimora-del-re-roma1.it.html?checkin=2026-10-02&checkout=2026-10-04&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:47:41.671Z
2026-10-02,2026-10-04,2,1,8,"Nènè House Roma-Cuore, appartamento in comune",guesthouse,4T,9.1,9,0.9,Camera Matrimoniale con Bagno Privato,180.91,no: city tax € 10 per stay paid on site; VAT included,yes,no,https://www.booking.com/hotel/it/nene-house-roma.it.html?checkin=2026-10-02&checkout=2026-10-04&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:47:41.671Z
2026-10-03,2026-10-05,2,1,1,Mikasa Piazza Bologna,guesthouse,,4.2,140,0.8,Camera Matrimoniale con Bagno Privato Esterno ,125.45,no: city tax € 14 per stay paid on site; VAT included,no,yes,https://www.booking.com/hotel/it/b-amp-b-l-39-arca-di-campaldino.it.html?checkin=2026-10-03&checkout=2026-10-05&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:48:07.691Z
2026-10-03,2026-10-05,2,1,2,Domus Remo Room #2,guesthouse,3T,7.5,12,0.45,Camera Matrimoniale con Bagno Privato,127.37,no: city tax € 14 per stay paid on site; VAT included,no,no,https://www.booking.com/hotel/it/domus-remo-room.it.html?checkin=2026-10-03&checkout=2026-10-05&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:48:07.691Z
2026-10-03,2026-10-05,2,1,3,Suite and room,B&B,3T,7.6,259,0.7,Camera Singola Deluxe,148.14,no: city tax € 12 per stay paid on site; VAT included,no,no,https://www.booking.com/hotel/it/kiss-and-room.it.html?checkin=2026-10-03&checkout=2026-10-05&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:48:07.691Z
2026-10-03,2026-10-05,2,1,4,Gmm,guesthouse,3T,7.9,207,1.3,Camera Deluxe ,154.55,no: city tax € 14 per stay paid on site; VAT included,yes,yes,https://www.booking.com/hotel/it/gmm.it.html?checkin=2026-10-03&checkout=2026-10-05&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:48:14.345Z
